Volatility 3 Framework 2.26.2

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
* 548	880	lsass.exe	0x840e92349080	10	-	0	False	2025-03-12 16:39:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\lsass.exe	C:\Windows\system32\lsass.exe	C:\Windows\system32\lsass.exe
888	872	csrss.exe	0x840e92291140	10	-	1	False	2025-03-12 16:39:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
980	872	winlogon.exe	0x840e92305080	3	-	1	False	2025-03-12 16:39:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\winlogon.exe	winlogon.exe	C:\Windows\system32\winlogon.exe
* 800	980	fontdrvhost.ex	0x840e923f41c0	5	-	1	False	2025-03-12 16:39:52.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 7156	980	userinit.exe	0x840e91e84100	0	-	1	False	2025-03-12 16:41:30.000000 UTC	2025-03-12 16:41:58.000000 UTC	\Device\HarddiskVolume3\Windows\System32\userinit.exe	-	-
** 5328	7156	explorer.exe	0x840e978c0300	71	-	1	False	2025-03-12 16:41:30.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
*** 8736	5328	SecurityHealth	0x840e98dc11c0	1	-	1	False	2025-03-12 16:41:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
*** 9172	5328	msedge.exe	0x840e98f07080	50	-	1	False	2025-03-12 16:41:57.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --no-startup-window --win-session-start	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9728	9172	msedge.exe	0x840e998251c0	17	-	1	False	2025-03-12 16:42:07.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --string-annotations=is-enterprise-managed=yes --instant-process --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1741797565273986 --launch-time-ticks=162209343 --field-trial-handle=4488,i,8578512058595232874,7681120895860026063,262144 --variations-seed-version --mojo-platform-channel-handle=4776 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9888	9172	msedge.exe	0x840e98db4080	15	-	1	False	2025-03-12 16:42:09.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --string-annotations=is-enterprise-managed=yes --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1741797565273986 --launch-time-ticks=163549321 --field-trial-handle=5580,i,8578512058595232874,7681120895860026063,262144 --variations-seed-version --mojo-platform-channel-handle=4848 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9128	9172	msedge.exe	0x840e9958a0c0	10	-	1	False	2025-03-12 16:42:02.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --string-annotations=is-enterprise-managed=yes --field-trial-handle=1420,i,8578512058595232874,7681120895860026063,262144 --variations-seed-version --mojo-platform-channel-handle=3516 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 9016	9172	msedge.exe	0x840e996e91c0	17	-	1	False	2025-03-12 16:42:02.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --string-annotations=is-enterprise-managed=yes --field-trial-handle=1892,i,8578512058595232874,7681120895860026063,262144 --variations-seed-version --mojo-platform-channel-handle=3264 /prefetch:3	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 3832	9172	msedge.exe	0x840e9832a1c0	7	-	1	False	2025-03-12 16:42:01.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=crashpad-handler "--user-data-dir=C:\Users\admin\AppData\Local\Microsoft\Edge\User Data" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\admin\AppData\Local\Microsoft\Edge\User Data\Crashpad" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=129.0.6668.59 "--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=129.0.2792.52 --initial-client-data=0x260,0x264,0x268,0x25c,0x270,0x7ffb21d68ee0,0x7ffb21d68eec,0x7ffb21d68ef8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 8732	9172	msedge.exe	0x840e9951c1c0	18	-	1	False	2025-03-12 16:42:02.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --string-annotations=is-enterprise-managed=yes --gpu-preferences=UAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=2164,i,8578512058595232874,7681120895860026063,262144 --variations-seed-version --mojo-platform-channel-handle=2156 /prefetch:2	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
*** 9116	5328	OneDrive.exe	0x840e98ff61c0	0	-	1	False	2025-03-12 16:41:56.000000 UTC	2025-03-12 16:42:43.000000 UTC	\Device\HarddiskVolume3\Users\admin\AppData\Local\Microsoft\OneDrive\OneDrive.exe	-	-
*** 14972	5328	CloudNotificat	0x840e9eb950c0	6	-	1	False	2025-03-17 17:16:49.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\CloudNotifications.exe	"C:\Windows\System32\CloudNotifications.exe" /lowstorage	C:\Windows\System32\CloudNotifications.exe
* 1204	980	dwm.exe	0x840e92cfa140	13	-	1	False	2025-03-12 16:39:53.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dwm.exe	"dwm.exe"	C:\Windows\system32\dwm.exe
* 10680	980	LogonUI.exe	0x840e994d1080	5	-	1	False	2025-03-12 19:16:55.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\LogonUI.exe	"LogonUI.exe" /flags:0x0 /state0:0xa315b855 /state1:0x41c64e6d	C:\Windows\system32\LogonUI.exe
3320	3300	OneDrive.exe	0x840e9682f080	23	-	1	False	2025-03-12 16:42:48.000000 UTC	N/A	\Device\HarddiskVolume3\Users\admin\AppData\Local\Microsoft\OneDrive\OneDrive.exe	 /updateInstalled /background	C:\Users\admin\AppData\Local\Microsoft\OneDrive\OneDrive.exe
8260	8156	chrome.exe	0x840e98453080	0	-	1	False	2025-03-12 19:14:01.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
7868	8156	chrome.exe	0x840e9bef0080	0	-	1	False	2025-03-12 19:14:11.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
3240	8156	chrome.exe	0x840e9b176080	0	-	1	False	2025-03-12 19:14:15.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
2516	8156	chrome.exe	0x840e9958d2c0	0	-	1	False	2025-03-12 19:15:07.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
8792	8156	chrome.exe	0x840e98dd8080	0	-	1	False	2025-03-12 19:15:09.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
6056	8156	chrome.exe	0x840e99e31080	0	-	1	False	2025-03-12 19:15:15.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
4720	8156	chrome.exe	0x840e9968b080	0	-	1	False	2025-03-12 19:15:41.000000 UTC	2025-03-12 19:16:46.000000 UTC	\Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe	-	-
10732	10728	csrss.exe	0x840e9952c080	12	-	2	False	2025-03-12 19:16:55.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
2804	10728	winlogon.exe	0x840e9769f080	6	-	2	False	2025-03-12 19:16:56.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\winlogon.exe	winlogon.exe	C:\Windows\system32\winlogon.exe
* 10704	2804	fontdrvhost.ex	0x840e98b15080	5	-	2	False	2025-03-12 19:16:56.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 9940	2804	userinit.exe	0x840e91e1e080	0	-	2	False	2025-03-12 19:20:11.000000 UTC	2025-03-12 19:20:36.000000 UTC	\Device\HarddiskVolume3\Windows\System32\userinit.exe	-	-
** 9852	9940	explorer.exe	0x840e99bcb080	64	-	2	False	2025-03-12 19:20:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
*** 12036	9852	SecurityHealth	0x840e99a92080	1	-	2	False	2025-03-12 19:20:54.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
*** 15172	9852	powershell.exe	0x840e97b09080	11	-	2	False	2025-03-17 17:06:27.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe" 	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
**** 13176	15172	conhost.exe	0x840e99651080	4	-	2	False	2025-03-17 17:06:28.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
**** 14536	15172	spoolsv.exe	0x840e91a11080	9	-	2	False	2025-03-17 17:12:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe
*** 11628	9852	KeePass.exe	0x840e9b203300	4	-	2	False	2025-03-12 19:20:47.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\KeePass Password Safe 2\KeePass.exe	"C:\Program Files\KeePass Password Safe 2\KeePass.exe" 	C:\Program Files\KeePass Password Safe 2\KeePass.exe
*** 7484	9852	msedge.exe	0x840e99760080	0	-	2	False	2025-03-12 19:20:59.000000 UTC	2025-03-12 19:21:14.000000 UTC	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	-	-
*** 12252	9852	OneDrive.exe	0x840e9b32d1c0	0	-	2	False	2025-03-12 19:20:55.000000 UTC	2025-03-12 19:21:51.000000 UTC	\Device\HarddiskVolume3\Users\IanVeep\AppData\Local\Microsoft\OneDrive\OneDrive.exe	-	-
* 10628	2804	dwm.exe	0x840e99c83080	18	-	2	False	2025-03-12 19:16:56.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dwm.exe	"dwm.exe"	C:\Windows\system32\dwm.exe
11592	12616	OneDrive.exe	0x840e995ea080	24	-	2	False	2025-03-12 19:21:57.000000 UTC	N/A	\Device\HarddiskVolume3\Users\IanVeep\AppData\Local\Microsoft\OneDrive\OneDrive.exe	 /updateInstalled /background	C:\Users\IanVeep\AppData\Local\Microsoft\OneDrive\OneDrive.exe
7188	12780	msedge.exe	0x840e97637080	0	-	2	False	2025-03-13 14:42:31.000000 UTC	2025-03-13 14:59:22.000000 UTC	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	-	-
* 1336	7188	msedge.exe	0x840ea70570c0	48	-	2	False	2025-03-13 14:59:22.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --no-startup-window	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 6408	1336	msedge.exe	0x840e9d9b1080	10	-	2	False	2025-03-13 14:59:23.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --string-annotations=is-enterprise-managed=yes --field-trial-handle=2720,i,16069916555341542129,9527548770343317173,262144 --variations-seed-version --mojo-platform-channel-handle=3076 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 13964	1336	msedge.exe	0x840ea4a640c0	17	-	2	False	2025-03-13 15:00:07.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --string-annotations=is-enterprise-managed=yes --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1741797574472231 --launch-time-ticks=80432553472 --field-trial-handle=5464,i,16069916555341542129,9527548770343317173,262144 --variations-seed-version --mojo-platform-channel-handle=4208 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 5148	1336	msedge.exe	0x840e9cb8d0c0	15	-	2	False	2025-03-13 21:55:43.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --string-annotations=is-enterprise-managed=yes --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1741797574472231 --launch-time-ticks=80770063269 --field-trial-handle=6548,i,16069916555341542129,9527548770343317173,262144 --variations-seed-version --mojo-platform-channel-handle=2940 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 5808	1336	msedge.exe	0x840e9e902340	7	-	2	False	2025-03-13 14:59:22.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=crashpad-handler "--user-data-dir=C:\Users\IanVeep\AppData\Local\Microsoft\Edge\User Data" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\IanVeep\AppData\Local\Microsoft\Edge\User Data\Crashpad" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=129.0.6668.59 "--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=129.0.2792.52 --initial-client-data=0x268,0x26c,0x270,0x264,0x27c,0x7ffb21d68ee0,0x7ffb21d68eec,0x7ffb21d68ef8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 13488	1336	msedge.exe	0x840e9b6f6080	18	-	2	False	2025-03-13 14:59:23.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --string-annotations=is-enterprise-managed=yes --gpu-preferences=UAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=2448,i,16069916555341542129,9527548770343317173,262144 --variations-seed-version --mojo-platform-channel-handle=2436 /prefetch:2	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 16344	1336	msedge.exe	0x840e97582080	9	-	2	False	2025-03-17 16:50:48.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --string-annotations=is-enterprise-managed=yes --field-trial-handle=5928,i,16069916555341542129,9527548770343317173,262144 --variations-seed-version --mojo-platform-channel-handle=6008 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
** 12476	1336	msedge.exe	0x840e99bf3080	17	-	2	False	2025-03-13 14:59:23.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --string-annotations=is-enterprise-managed=yes --field-trial-handle=2212,i,16069916555341542129,9527548770343317173,262144 --variations-seed-version --mojo-platform-channel-handle=2084 /prefetch:3	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
12780	7188	msedge.exe	0x840ea17ec080	0	-	2	False	2025-03-13 14:42:41.000000 UTC	2025-03-13 14:59:22.000000 UTC	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	-	-
* 5824	12780	msedge.exe	0x840e9e39b080	0	-	2	False	2025-03-12 23:08:00.000000 UTC	2025-03-13 14:42:31.000000 UTC	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	-	-
* 4168	12780	msedge.exe	0x840e9e50a1c0	0	-	2	False	2025-03-12 23:08:00.000000 UTC	2025-03-13 14:42:31.000000 UTC	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	-	-
5176	7856	Microsoft.Shar	0x840e9969f080	16	-	2	False	2025-03-17 16:50:37.000000 UTC	N/A	\Device\HarddiskVolume3\Users\IanVeep\AppData\Local\Microsoft\OneDrive\25.031.0217.0003\Microsoft.SharePoint.exe	"C:\Users\IanVeep\AppData\Local\Microsoft\OneDrive\25.031.0217.0003\Microsoft.SharePoint.exe" /silentConfig	C:\Users\IanVeep\AppData\Local\Microsoft\OneDrive\25.031.0217.0003\Microsoft.SharePoint.exe
